"","i","x","Number.i","Suit.i","Value.i","Number.x","Suit.x","Value.x"
"1","AC","2S","A","C",13,"2","S",1
"2","AC","3S","A","C",13,"3","S",2
"3","AC","4S","A","C",13,"4","S",3
"4","AC","5S","A","C",13,"5","S",4
"5","AC","6S","A","C",13,"6","S",5
"6","AC","7S","A","C",13,"7","S",6
"7","AC","8S","A","C",13,"8","S",7
"8","AC","9S","A","C",13,"9","S",8
"9","AC","10S","A","C",13,"10","S",9
"10","AC","JS","A","C",13,"J","S",10
"11","AC","QS","A","C",13,"Q","S",11
"12","AC","KS","A","C",13,"K","S",12
"13","AC","AS","A","C",13,"A","S",13
"14","AC","2H","A","C",13,"2","H",1
"15","AC","3H","A","C",13,"3","H",2
"16","AC","4H","A","C",13,"4","H",3
"17","AC","5H","A","C",13,"5","H",4
"18","AC","6H","A","C",13,"6","H",5
"19","AC","7H","A","C",13,"7","H",6
"20","AC","8H","A","C",13,"8","H",7
"21","AC","9H","A","C",13,"9","H",8
"22","AC","10H","A","C",13,"10","H",9
"23","AC","JH","A","C",13,"J","H",10
"24","AC","QH","A","C",13,"Q","H",11
"25","AC","KH","A","C",13,"K","H",12
"26","AC","AH","A","C",13,"A","H",13
"27","AC","2D","A","C",13,"2","D",1
"28","AC","3D","A","C",13,"3","D",2
"29","AC","4D","A","C",13,"4","D",3
"30","AC","5D","A","C",13,"5","D",4
"31","AC","6D","A","C",13,"6","D",5
"32","AC","7D","A","C",13,"7","D",6
"33","AC","8D","A","C",13,"8","D",7
"34","AC","9D","A","C",13,"9","D",8
"35","AC","10D","A","C",13,"10","D",9
"36","AC","JD","A","C",13,"J","D",10
"37","AC","QD","A","C",13,"Q","D",11
"38","AC","KD","A","C",13,"K","D",12
"39","AC","AD","A","C",13,"A","D",13
"40","AC","2C","A","C",13,"2","C",1
"41","AC","3C","A","C",13,"3","C",2
"42","AC","4C","A","C",13,"4","C",3
"43","AC","5C","A","C",13,"5","C",4
"44","AC","6C","A","C",13,"6","C",5
"45","AC","7C","A","C",13,"7","C",6
"46","AC","8C","A","C",13,"8","C",7
"47","AC","9C","A","C",13,"9","C",8
"48","AC","10C","A","C",13,"10","C",9
"49","AC","JC","A","C",13,"J","C",10
"50","AC","QC","A","C",13,"Q","C",11
"51","AC","KC","A","C",13,"K","C",12
"52","AC","AC","A","C",13,"A","C",13
"53","2S","3S","2","S",1,"3","S",2
"54","2S","4S","2","S",1,"4","S",3
"55","2S","5S","2","S",1,"5","S",4
"56","2S","6S","2","S",1,"6","S",5
"57","2S","7S","2","S",1,"7","S",6
"58","2S","8S","2","S",1,"8","S",7
"59","2S","9S","2","S",1,"9","S",8
"60","2S","10S","2","S",1,"10","S",9
"61","2S","JS","2","S",1,"J","S",10
"62","2S","QS","2","S",1,"Q","S",11
"63","2S","KS","2","S",1,"K","S",12
"64","2S","AS","2","S",1,"A","S",13
"65","2S","2H","2","S",1,"2","H",1
"66","2S","3H","2","S",1,"3","H",2
"67","2S","4H","2","S",1,"4","H",3
"68","2S","5H","2","S",1,"5","H",4
"69","2S","6H","2","S",1,"6","H",5
"70","2S","7H","2","S",1,"7","H",6
"71","2S","8H","2","S",1,"8","H",7
"72","2S","9H","2","S",1,"9","H",8
"73","2S","10H","2","S",1,"10","H",9
"74","2S","JH","2","S",1,"J","H",10
"75","2S","QH","2","S",1,"Q","H",11
"76","2S","KH","2","S",1,"K","H",12
"77","2S","AH","2","S",1,"A","H",13
"78","2S","2D","2","S",1,"2","D",1
"79","2S","3D","2","S",1,"3","D",2
"80","2S","4D","2","S",1,"4","D",3
"81","2S","5D","2","S",1,"5","D",4
"82","2S","6D","2","S",1,"6","D",5
"83","2S","7D","2","S",1,"7","D",6
"84","2S","8D","2","S",1,"8","D",7
"85","2S","9D","2","S",1,"9","D",8
"86","2S","10D","2","S",1,"10","D",9
"87","2S","JD","2","S",1,"J","D",10
"88","2S","QD","2","S",1,"Q","D",11
"89","2S","KD","2","S",1,"K","D",12
"90","2S","AD","2","S",1,"A","D",13
"91","2S","2C","2","S",1,"2","C",1
"92","2S","3C","2","S",1,"3","C",2
"93","2S","4C","2","S",1,"4","C",3
"94","2S","5C","2","S",1,"5","C",4
"95","2S","6C","2","S",1,"6","C",5
"96","2S","7C","2","S",1,"7","C",6
"97","2S","8C","2","S",1,"8","C",7
"98","2S","9C","2","S",1,"9","C",8
"99","2S","10C","2","S",1,"10","C",9
"100","2S","JC","2","S",1,"J","C",10
"101","2S","QC","2","S",1,"Q","C",11
"102","2S","KC","2","S",1,"K","C",12
"103","2S","AC","2","S",1,"A","C",13
"104","3S","4S","3","S",2,"4","S",3
"105","3S","5S","3","S",2,"5","S",4
"106","3S","6S","3","S",2,"6","S",5
"107","3S","7S","3","S",2,"7","S",6
"108","3S","8S","3","S",2,"8","S",7
"109","3S","9S","3","S",2,"9","S",8
"110","3S","10S","3","S",2,"10","S",9
"111","3S","JS","3","S",2,"J","S",10
"112","3S","QS","3","S",2,"Q","S",11
"113","3S","KS","3","S",2,"K","S",12
"114","3S","AS","3","S",2,"A","S",13
"115","3S","2H","3","S",2,"2","H",1
"116","3S","3H","3","S",2,"3","H",2
"117","3S","4H","3","S",2,"4","H",3
"118","3S","5H","3","S",2,"5","H",4
"119","3S","6H","3","S",2,"6","H",5
"120","3S","7H","3","S",2,"7","H",6
"121","3S","8H","3","S",2,"8","H",7
"122","3S","9H","3","S",2,"9","H",8
"123","3S","10H","3","S",2,"10","H",9
"124","3S","JH","3","S",2,"J","H",10
"125","3S","QH","3","S",2,"Q","H",11
"126","3S","KH","3","S",2,"K","H",12
"127","3S","AH","3","S",2,"A","H",13
"128","3S","2D","3","S",2,"2","D",1
"129","3S","3D","3","S",2,"3","D",2
"130","3S","4D","3","S",2,"4","D",3
"131","3S","5D","3","S",2,"5","D",4
"132","3S","6D","3","S",2,"6","D",5
"133","3S","7D","3","S",2,"7","D",6
"134","3S","8D","3","S",2,"8","D",7
"135","3S","9D","3","S",2,"9","D",8
"136","3S","10D","3","S",2,"10","D",9
"137","3S","JD","3","S",2,"J","D",10
"138","3S","QD","3","S",2,"Q","D",11
"139","3S","KD","3","S",2,"K","D",12
"140","3S","AD","3","S",2,"A","D",13
"141","3S","2C","3","S",2,"2","C",1
"142","3S","3C","3","S",2,"3","C",2
"143","3S","4C","3","S",2,"4","C",3
"144","3S","5C","3","S",2,"5","C",4
"145","3S","6C","3","S",2,"6","C",5
"146","3S","7C","3","S",2,"7","C",6
"147","3S","8C","3","S",2,"8","C",7
"148","3S","9C","3","S",2,"9","C",8
"149","3S","10C","3","S",2,"10","C",9
"150","3S","JC","3","S",2,"J","C",10
"151","3S","QC","3","S",2,"Q","C",11
"152","3S","KC","3","S",2,"K","C",12
"153","3S","AC","3","S",2,"A","C",13
"154","4S","5S","4","S",3,"5","S",4
"155","4S","6S","4","S",3,"6","S",5
"156","4S","7S","4","S",3,"7","S",6
"157","4S","8S","4","S",3,"8","S",7
"158","4S","9S","4","S",3,"9","S",8
"159","4S","10S","4","S",3,"10","S",9
"160","4S","JS","4","S",3,"J","S",10
"161","4S","QS","4","S",3,"Q","S",11
"162","4S","KS","4","S",3,"K","S",12
"163","4S","AS","4","S",3,"A","S",13
"164","4S","2H","4","S",3,"2","H",1
"165","4S","3H","4","S",3,"3","H",2
"166","4S","4H","4","S",3,"4","H",3
"167","4S","5H","4","S",3,"5","H",4
"168","4S","6H","4","S",3,"6","H",5
"169","4S","7H","4","S",3,"7","H",6
"170","4S","8H","4","S",3,"8","H",7
"171","4S","9H","4","S",3,"9","H",8
"172","4S","10H","4","S",3,"10","H",9
"173","4S","JH","4","S",3,"J","H",10
"174","4S","QH","4","S",3,"Q","H",11
"175","4S","KH","4","S",3,"K","H",12
"176","4S","AH","4","S",3,"A","H",13
"177","4S","2D","4","S",3,"2","D",1
"178","4S","3D","4","S",3,"3","D",2
"179","4S","4D","4","S",3,"4","D",3
"180","4S","5D","4","S",3,"5","D",4
"181","4S","6D","4","S",3,"6","D",5
"182","4S","7D","4","S",3,"7","D",6
"183","4S","8D","4","S",3,"8","D",7
"184","4S","9D","4","S",3,"9","D",8
"185","4S","10D","4","S",3,"10","D",9
"186","4S","JD","4","S",3,"J","D",10
"187","4S","QD","4","S",3,"Q","D",11
"188","4S","KD","4","S",3,"K","D",12
"189","4S","AD","4","S",3,"A","D",13
"190","4S","2C","4","S",3,"2","C",1
"191","4S","3C","4","S",3,"3","C",2
"192","4S","4C","4","S",3,"4","C",3
"193","4S","5C","4","S",3,"5","C",4
"194","4S","6C","4","S",3,"6","C",5
"195","4S","7C","4","S",3,"7","C",6
"196","4S","8C","4","S",3,"8","C",7
"197","4S","9C","4","S",3,"9","C",8
"198","4S","10C","4","S",3,"10","C",9
"199","4S","JC","4","S",3,"J","C",10
"200","4S","QC","4","S",3,"Q","C",11
"201","4S","KC","4","S",3,"K","C",12
"202","4S","AC","4","S",3,"A","C",13
"203","5S","6S","5","S",4,"6","S",5
"204","5S","7S","5","S",4,"7","S",6
"205","5S","8S","5","S",4,"8","S",7
"206","5S","9S","5","S",4,"9","S",8
"207","5S","10S","5","S",4,"10","S",9
"208","5S","JS","5","S",4,"J","S",10
"209","5S","QS","5","S",4,"Q","S",11
"210","5S","KS","5","S",4,"K","S",12
"211","5S","AS","5","S",4,"A","S",13
"212","5S","2H","5","S",4,"2","H",1
"213","5S","3H","5","S",4,"3","H",2
"214","5S","4H","5","S",4,"4","H",3
"215","5S","5H","5","S",4,"5","H",4
"216","5S","6H","5","S",4,"6","H",5
"217","5S","7H","5","S",4,"7","H",6
"218","5S","8H","5","S",4,"8","H",7
"219","5S","9H","5","S",4,"9","H",8
"220","5S","10H","5","S",4,"10","H",9
"221","5S","JH","5","S",4,"J","H",10
"222","5S","QH","5","S",4,"Q","H",11
"223","5S","KH","5","S",4,"K","H",12
"224","5S","AH","5","S",4,"A","H",13
"225","5S","2D","5","S",4,"2","D",1
"226","5S","3D","5","S",4,"3","D",2
"227","5S","4D","5","S",4,"4","D",3
"228","5S","5D","5","S",4,"5","D",4
"229","5S","6D","5","S",4,"6","D",5
"230","5S","7D","5","S",4,"7","D",6
"231","5S","8D","5","S",4,"8","D",7
"232","5S","9D","5","S",4,"9","D",8
"233","5S","10D","5","S",4,"10","D",9
"234","5S","JD","5","S",4,"J","D",10
"235","5S","QD","5","S",4,"Q","D",11
"236","5S","KD","5","S",4,"K","D",12
"237","5S","AD","5","S",4,"A","D",13
"238","5S","2C","5","S",4,"2","C",1
"239","5S","3C","5","S",4,"3","C",2
"240","5S","4C","5","S",4,"4","C",3
"241","5S","5C","5","S",4,"5","C",4
"242","5S","6C","5","S",4,"6","C",5
"243","5S","7C","5","S",4,"7","C",6
"244","5S","8C","5","S",4,"8","C",7
"245","5S","9C","5","S",4,"9","C",8
"246","5S","10C","5","S",4,"10","C",9
"247","5S","JC","5","S",4,"J","C",10
"248","5S","QC","5","S",4,"Q","C",11
"249","5S","KC","5","S",4,"K","C",12
"250","5S","AC","5","S",4,"A","C",13
"251","6S","7S","6","S",5,"7","S",6
"252","6S","8S","6","S",5,"8","S",7
"253","6S","9S","6","S",5,"9","S",8
"254","6S","10S","6","S",5,"10","S",9
"255","6S","JS","6","S",5,"J","S",10
"256","6S","QS","6","S",5,"Q","S",11
"257","6S","KS","6","S",5,"K","S",12
"258","6S","AS","6","S",5,"A","S",13
"259","6S","2H","6","S",5,"2","H",1
"260","6S","3H","6","S",5,"3","H",2
"261","6S","4H","6","S",5,"4","H",3
"262","6S","5H","6","S",5,"5","H",4
"263","6S","6H","6","S",5,"6","H",5
"264","6S","7H","6","S",5,"7","H",6
"265","6S","8H","6","S",5,"8","H",7
"266","6S","9H","6","S",5,"9","H",8
"267","6S","10H","6","S",5,"10","H",9
"268","6S","JH","6","S",5,"J","H",10
"269","6S","QH","6","S",5,"Q","H",11
"270","6S","KH","6","S",5,"K","H",12
"271","6S","AH","6","S",5,"A","H",13
"272","6S","2D","6","S",5,"2","D",1
"273","6S","3D","6","S",5,"3","D",2
"274","6S","4D","6","S",5,"4","D",3
"275","6S","5D","6","S",5,"5","D",4
"276","6S","6D","6","S",5,"6","D",5
"277","6S","7D","6","S",5,"7","D",6
"278","6S","8D","6","S",5,"8","D",7
"279","6S","9D","6","S",5,"9","D",8
"280","6S","10D","6","S",5,"10","D",9
"281","6S","JD","6","S",5,"J","D",10
"282","6S","QD","6","S",5,"Q","D",11
"283","6S","KD","6","S",5,"K","D",12
"284","6S","AD","6","S",5,"A","D",13
"285","6S","2C","6","S",5,"2","C",1
"286","6S","3C","6","S",5,"3","C",2
"287","6S","4C","6","S",5,"4","C",3
"288","6S","5C","6","S",5,"5","C",4
"289","6S","6C","6","S",5,"6","C",5
"290","6S","7C","6","S",5,"7","C",6
"291","6S","8C","6","S",5,"8","C",7
"292","6S","9C","6","S",5,"9","C",8
"293","6S","10C","6","S",5,"10","C",9
"294","6S","JC","6","S",5,"J","C",10
"295","6S","QC","6","S",5,"Q","C",11
"296","6S","KC","6","S",5,"K","C",12
"297","6S","AC","6","S",5,"A","C",13
"298","7S","8S","7","S",6,"8","S",7
"299","7S","9S","7","S",6,"9","S",8
"300","7S","10S","7","S",6,"10","S",9
"301","7S","JS","7","S",6,"J","S",10
"302","7S","QS","7","S",6,"Q","S",11
"303","7S","KS","7","S",6,"K","S",12
"304","7S","AS","7","S",6,"A","S",13
"305","7S","2H","7","S",6,"2","H",1
"306","7S","3H","7","S",6,"3","H",2
"307","7S","4H","7","S",6,"4","H",3
"308","7S","5H","7","S",6,"5","H",4
"309","7S","6H","7","S",6,"6","H",5
"310","7S","7H","7","S",6,"7","H",6
"311","7S","8H","7","S",6,"8","H",7
"312","7S","9H","7","S",6,"9","H",8
"313","7S","10H","7","S",6,"10","H",9
"314","7S","JH","7","S",6,"J","H",10
"315","7S","QH","7","S",6,"Q","H",11
"316","7S","KH","7","S",6,"K","H",12
"317","7S","AH","7","S",6,"A","H",13
"318","7S","2D","7","S",6,"2","D",1
"319","7S","3D","7","S",6,"3","D",2
"320","7S","4D","7","S",6,"4","D",3
"321","7S","5D","7","S",6,"5","D",4
"322","7S","6D","7","S",6,"6","D",5
"323","7S","7D","7","S",6,"7","D",6
"324","7S","8D","7","S",6,"8","D",7
"325","7S","9D","7","S",6,"9","D",8
"326","7S","10D","7","S",6,"10","D",9
"327","7S","JD","7","S",6,"J","D",10
"328","7S","QD","7","S",6,"Q","D",11
"329","7S","KD","7","S",6,"K","D",12
"330","7S","AD","7","S",6,"A","D",13
"331","7S","2C","7","S",6,"2","C",1
"332","7S","3C","7","S",6,"3","C",2
"333","7S","4C","7","S",6,"4","C",3
"334","7S","5C","7","S",6,"5","C",4
"335","7S","6C","7","S",6,"6","C",5
"336","7S","7C","7","S",6,"7","C",6
"337","7S","8C","7","S",6,"8","C",7
"338","7S","9C","7","S",6,"9","C",8
"339","7S","10C","7","S",6,"10","C",9
"340","7S","JC","7","S",6,"J","C",10
"341","7S","QC","7","S",6,"Q","C",11
"342","7S","KC","7","S",6,"K","C",12
"343","7S","AC","7","S",6,"A","C",13
"344","8S","9S","8","S",7,"9","S",8
"345","8S","10S","8","S",7,"10","S",9
"346","8S","JS","8","S",7,"J","S",10
"347","8S","QS","8","S",7,"Q","S",11
"348","8S","KS","8","S",7,"K","S",12
"349","8S","AS","8","S",7,"A","S",13
"350","8S","2H","8","S",7,"2","H",1
"351","8S","3H","8","S",7,"3","H",2
"352","8S","4H","8","S",7,"4","H",3
"353","8S","5H","8","S",7,"5","H",4
"354","8S","6H","8","S",7,"6","H",5
"355","8S","7H","8","S",7,"7","H",6
"356","8S","8H","8","S",7,"8","H",7
"357","8S","9H","8","S",7,"9","H",8
"358","8S","10H","8","S",7,"10","H",9
"359","8S","JH","8","S",7,"J","H",10
"360","8S","QH","8","S",7,"Q","H",11
"361","8S","KH","8","S",7,"K","H",12
"362","8S","AH","8","S",7,"A","H",13
"363","8S","2D","8","S",7,"2","D",1
"364","8S","3D","8","S",7,"3","D",2
"365","8S","4D","8","S",7,"4","D",3
"366","8S","5D","8","S",7,"5","D",4
"367","8S","6D","8","S",7,"6","D",5
"368","8S","7D","8","S",7,"7","D",6
"369","8S","8D","8","S",7,"8","D",7
"370","8S","9D","8","S",7,"9","D",8
"371","8S","10D","8","S",7,"10","D",9
"372","8S","JD","8","S",7,"J","D",10
"373","8S","QD","8","S",7,"Q","D",11
"374","8S","KD","8","S",7,"K","D",12
"375","8S","AD","8","S",7,"A","D",13
"376","8S","2C","8","S",7,"2","C",1
"377","8S","3C","8","S",7,"3","C",2
"378","8S","4C","8","S",7,"4","C",3
"379","8S","5C","8","S",7,"5","C",4
"380","8S","6C","8","S",7,"6","C",5
"381","8S","7C","8","S",7,"7","C",6
"382","8S","8C","8","S",7,"8","C",7
"383","8S","9C","8","S",7,"9","C",8
"384","8S","10C","8","S",7,"10","C",9
"385","8S","JC","8","S",7,"J","C",10
"386","8S","QC","8","S",7,"Q","C",11
"387","8S","KC","8","S",7,"K","C",12
"388","8S","AC","8","S",7,"A","C",13
"389","9S","10S","9","S",8,"10","S",9
"390","9S","JS","9","S",8,"J","S",10
"391","9S","QS","9","S",8,"Q","S",11
"392","9S","KS","9","S",8,"K","S",12
"393","9S","AS","9","S",8,"A","S",13
"394","9S","2H","9","S",8,"2","H",1
"395","9S","3H","9","S",8,"3","H",2
"396","9S","4H","9","S",8,"4","H",3
"397","9S","5H","9","S",8,"5","H",4
"398","9S","6H","9","S",8,"6","H",5
"399","9S","7H","9","S",8,"7","H",6
"400","9S","8H","9","S",8,"8","H",7
"401","9S","9H","9","S",8,"9","H",8
"402","9S","10H","9","S",8,"10","H",9
"403","9S","JH","9","S",8,"J","H",10
"404","9S","QH","9","S",8,"Q","H",11
"405","9S","KH","9","S",8,"K","H",12
"406","9S","AH","9","S",8,"A","H",13
"407","9S","2D","9","S",8,"2","D",1
"408","9S","3D","9","S",8,"3","D",2
"409","9S","4D","9","S",8,"4","D",3
"410","9S","5D","9","S",8,"5","D",4
"411","9S","6D","9","S",8,"6","D",5
"412","9S","7D","9","S",8,"7","D",6
"413","9S","8D","9","S",8,"8","D",7
"414","9S","9D","9","S",8,"9","D",8
"415","9S","10D","9","S",8,"10","D",9
"416","9S","JD","9","S",8,"J","D",10
"417","9S","QD","9","S",8,"Q","D",11
"418","9S","KD","9","S",8,"K","D",12
"419","9S","AD","9","S",8,"A","D",13
"420","9S","2C","9","S",8,"2","C",1
"421","9S","3C","9","S",8,"3","C",2
"422","9S","4C","9","S",8,"4","C",3
"423","9S","5C","9","S",8,"5","C",4
"424","9S","6C","9","S",8,"6","C",5
"425","9S","7C","9","S",8,"7","C",6
"426","9S","8C","9","S",8,"8","C",7
"427","9S","9C","9","S",8,"9","C",8
"428","9S","10C","9","S",8,"10","C",9
"429","9S","JC","9","S",8,"J","C",10
"430","9S","QC","9","S",8,"Q","C",11
"431","9S","KC","9","S",8,"K","C",12
"432","9S","AC","9","S",8,"A","C",13
"433","10S","JS","10","S",9,"J","S",10
"434","10S","QS","10","S",9,"Q","S",11
"435","10S","KS","10","S",9,"K","S",12
"436","10S","AS","10","S",9,"A","S",13
"437","10S","2H","10","S",9,"2","H",1
"438","10S","3H","10","S",9,"3","H",2
"439","10S","4H","10","S",9,"4","H",3
"440","10S","5H","10","S",9,"5","H",4
"441","10S","6H","10","S",9,"6","H",5
"442","10S","7H","10","S",9,"7","H",6
"443","10S","8H","10","S",9,"8","H",7
"444","10S","9H","10","S",9,"9","H",8
"445","10S","10H","10","S",9,"10","H",9
"446","10S","JH","10","S",9,"J","H",10
"447","10S","QH","10","S",9,"Q","H",11
"448","10S","KH","10","S",9,"K","H",12
"449","10S","AH","10","S",9,"A","H",13
"450","10S","2D","10","S",9,"2","D",1
"451","10S","3D","10","S",9,"3","D",2
"452","10S","4D","10","S",9,"4","D",3
"453","10S","5D","10","S",9,"5","D",4
"454","10S","6D","10","S",9,"6","D",5
"455","10S","7D","10","S",9,"7","D",6
"456","10S","8D","10","S",9,"8","D",7
"457","10S","9D","10","S",9,"9","D",8
"458","10S","10D","10","S",9,"10","D",9
"459","10S","JD","10","S",9,"J","D",10
"460","10S","QD","10","S",9,"Q","D",11
"461","10S","KD","10","S",9,"K","D",12
"462","10S","AD","10","S",9,"A","D",13
"463","10S","2C","10","S",9,"2","C",1
"464","10S","3C","10","S",9,"3","C",2
"465","10S","4C","10","S",9,"4","C",3
"466","10S","5C","10","S",9,"5","C",4
"467","10S","6C","10","S",9,"6","C",5
"468","10S","7C","10","S",9,"7","C",6
"469","10S","8C","10","S",9,"8","C",7
"470","10S","9C","10","S",9,"9","C",8
"471","10S","10C","10","S",9,"10","C",9
"472","10S","JC","10","S",9,"J","C",10
"473","10S","QC","10","S",9,"Q","C",11
"474","10S","KC","10","S",9,"K","C",12
"475","10S","AC","10","S",9,"A","C",13
"476","JS","QS","J","S",10,"Q","S",11
"477","JS","KS","J","S",10,"K","S",12
"478","JS","AS","J","S",10,"A","S",13
"479","JS","2H","J","S",10,"2","H",1
"480","JS","3H","J","S",10,"3","H",2
"481","JS","4H","J","S",10,"4","H",3
"482","JS","5H","J","S",10,"5","H",4
"483","JS","6H","J","S",10,"6","H",5
"484","JS","7H","J","S",10,"7","H",6
"485","JS","8H","J","S",10,"8","H",7
"486","JS","9H","J","S",10,"9","H",8
"487","JS","10H","J","S",10,"10","H",9
"488","JS","JH","J","S",10,"J","H",10
"489","JS","QH","J","S",10,"Q","H",11
"490","JS","KH","J","S",10,"K","H",12
"491","JS","AH","J","S",10,"A","H",13
"492","JS","2D","J","S",10,"2","D",1
"493","JS","3D","J","S",10,"3","D",2
"494","JS","4D","J","S",10,"4","D",3
"495","JS","5D","J","S",10,"5","D",4
"496","JS","6D","J","S",10,"6","D",5
"497","JS","7D","J","S",10,"7","D",6
"498","JS","8D","J","S",10,"8","D",7
"499","JS","9D","J","S",10,"9","D",8
"500","JS","10D","J","S",10,"10","D",9
"501","JS","JD","J","S",10,"J","D",10
"502","JS","QD","J","S",10,"Q","D",11
"503","JS","KD","J","S",10,"K","D",12
"504","JS","AD","J","S",10,"A","D",13
"505","JS","2C","J","S",10,"2","C",1
"506","JS","3C","J","S",10,"3","C",2
"507","JS","4C","J","S",10,"4","C",3
"508","JS","5C","J","S",10,"5","C",4
"509","JS","6C","J","S",10,"6","C",5
"510","JS","7C","J","S",10,"7","C",6
"511","JS","8C","J","S",10,"8","C",7
"512","JS","9C","J","S",10,"9","C",8
"513","JS","10C","J","S",10,"10","C",9
"514","JS","JC","J","S",10,"J","C",10
"515","JS","QC","J","S",10,"Q","C",11
"516","JS","KC","J","S",10,"K","C",12
"517","JS","AC","J","S",10,"A","C",13
"518","QS","KS","Q","S",11,"K","S",12
"519","QS","AS","Q","S",11,"A","S",13
"520","QS","2H","Q","S",11,"2","H",1
"521","QS","3H","Q","S",11,"3","H",2
"522","QS","4H","Q","S",11,"4","H",3
"523","QS","5H","Q","S",11,"5","H",4
"524","QS","6H","Q","S",11,"6","H",5
"525","QS","7H","Q","S",11,"7","H",6
"526","QS","8H","Q","S",11,"8","H",7
"527","QS","9H","Q","S",11,"9","H",8
"528","QS","10H","Q","S",11,"10","H",9
"529","QS","JH","Q","S",11,"J","H",10
"530","QS","QH","Q","S",11,"Q","H",11
"531","QS","KH","Q","S",11,"K","H",12
"532","QS","AH","Q","S",11,"A","H",13
"533","QS","2D","Q","S",11,"2","D",1
"534","QS","3D","Q","S",11,"3","D",2
"535","QS","4D","Q","S",11,"4","D",3
"536","QS","5D","Q","S",11,"5","D",4
"537","QS","6D","Q","S",11,"6","D",5
"538","QS","7D","Q","S",11,"7","D",6
"539","QS","8D","Q","S",11,"8","D",7
"540","QS","9D","Q","S",11,"9","D",8
"541","QS","10D","Q","S",11,"10","D",9
"542","QS","JD","Q","S",11,"J","D",10
"543","QS","QD","Q","S",11,"Q","D",11
"544","QS","KD","Q","S",11,"K","D",12
"545","QS","AD","Q","S",11,"A","D",13
"546","QS","2C","Q","S",11,"2","C",1
"547","QS","3C","Q","S",11,"3","C",2
"548","QS","4C","Q","S",11,"4","C",3
"549","QS","5C","Q","S",11,"5","C",4
"550","QS","6C","Q","S",11,"6","C",5
"551","QS","7C","Q","S",11,"7","C",6
"552","QS","8C","Q","S",11,"8","C",7
"553","QS","9C","Q","S",11,"9","C",8
"554","QS","10C","Q","S",11,"10","C",9
"555","QS","JC","Q","S",11,"J","C",10
"556","QS","QC","Q","S",11,"Q","C",11
"557","QS","KC","Q","S",11,"K","C",12
"558","QS","AC","Q","S",11,"A","C",13
"559","KS","AS","K","S",12,"A","S",13
"560","KS","2H","K","S",12,"2","H",1
"561","KS","3H","K","S",12,"3","H",2
"562","KS","4H","K","S",12,"4","H",3
"563","KS","5H","K","S",12,"5","H",4
"564","KS","6H","K","S",12,"6","H",5
"565","KS","7H","K","S",12,"7","H",6
"566","KS","8H","K","S",12,"8","H",7
"567","KS","9H","K","S",12,"9","H",8
"568","KS","10H","K","S",12,"10","H",9
"569","KS","JH","K","S",12,"J","H",10
"570","KS","QH","K","S",12,"Q","H",11
"571","KS","KH","K","S",12,"K","H",12
"572","KS","AH","K","S",12,"A","H",13
"573","KS","2D","K","S",12,"2","D",1
"574","KS","3D","K","S",12,"3","D",2
"575","KS","4D","K","S",12,"4","D",3
"576","KS","5D","K","S",12,"5","D",4
"577","KS","6D","K","S",12,"6","D",5
"578","KS","7D","K","S",12,"7","D",6
"579","KS","8D","K","S",12,"8","D",7
"580","KS","9D","K","S",12,"9","D",8
"581","KS","10D","K","S",12,"10","D",9
"582","KS","JD","K","S",12,"J","D",10
"583","KS","QD","K","S",12,"Q","D",11
"584","KS","KD","K","S",12,"K","D",12
"585","KS","AD","K","S",12,"A","D",13
"586","KS","2C","K","S",12,"2","C",1
"587","KS","3C","K","S",12,"3","C",2
"588","KS","4C","K","S",12,"4","C",3
"589","KS","5C","K","S",12,"5","C",4
"590","KS","6C","K","S",12,"6","C",5
"591","KS","7C","K","S",12,"7","C",6
"592","KS","8C","K","S",12,"8","C",7
"593","KS","9C","K","S",12,"9","C",8
"594","KS","10C","K","S",12,"10","C",9
"595","KS","JC","K","S",12,"J","C",10
"596","KS","QC","K","S",12,"Q","C",11
"597","KS","KC","K","S",12,"K","C",12
"598","KS","AC","K","S",12,"A","C",13
"599","AS","2H","A","S",13,"2","H",1
"600","AS","3H","A","S",13,"3","H",2
"601","AS","4H","A","S",13,"4","H",3
"602","AS","5H","A","S",13,"5","H",4
"603","AS","6H","A","S",13,"6","H",5
"604","AS","7H","A","S",13,"7","H",6
"605","AS","8H","A","S",13,"8","H",7
"606","AS","9H","A","S",13,"9","H",8
"607","AS","10H","A","S",13,"10","H",9
"608","AS","JH","A","S",13,"J","H",10
"609","AS","QH","A","S",13,"Q","H",11
"610","AS","KH","A","S",13,"K","H",12
"611","AS","AH","A","S",13,"A","H",13
"612","AS","2D","A","S",13,"2","D",1
"613","AS","3D","A","S",13,"3","D",2
"614","AS","4D","A","S",13,"4","D",3
"615","AS","5D","A","S",13,"5","D",4
"616","AS","6D","A","S",13,"6","D",5
"617","AS","7D","A","S",13,"7","D",6
"618","AS","8D","A","S",13,"8","D",7
"619","AS","9D","A","S",13,"9","D",8
"620","AS","10D","A","S",13,"10","D",9
"621","AS","JD","A","S",13,"J","D",10
"622","AS","QD","A","S",13,"Q","D",11
"623","AS","KD","A","S",13,"K","D",12
"624","AS","AD","A","S",13,"A","D",13
"625","AS","2C","A","S",13,"2","C",1
"626","AS","3C","A","S",13,"3","C",2
"627","AS","4C","A","S",13,"4","C",3
"628","AS","5C","A","S",13,"5","C",4
"629","AS","6C","A","S",13,"6","C",5
"630","AS","7C","A","S",13,"7","C",6
